file_name	output_id	category	title_ru	title_en	author	landing_url	license	sha256
soundreality-fire-sound-334130.mp3	quiet_fire	cozy	Тихий огонь	Quiet fire	SoundReality	https://pixabay.com/sound-effects/film-special-effects-fire-sound-334130/	Pixabay-Content-License	001ecbc81045b0084a09004a6be66b069a585bce7b2c541947b6180cc6e12a09
soundreality-rain-sound-550289.mp3	summer_rain	weather	Летний дождь	Summer rain	SoundReality	https://pixabay.com/sound-effects/film-special-effects-rain-sound-550289/	Pixabay-Content-License	af609f9fcc0484fae264b71d899c89784ef15b42234478d6b34c39fa548ed3d1
soundreality-wind-lake-sfx-522908.mp3	quiet_lake	nature	Ветер у озера	Wind by a lake	SoundReality	https://pixabay.com/sound-effects/nature-wind-lake-sfx-522908/	Pixabay-Content-License	4b3219828d810bedefc0fe661bc7fcd04d960589a34652b728f030eab26ae97f
ronkoster2023-fireplace-with-crackling-sounds-2-min-rk-178392.mp3	fireplace	cozy	Камин	Fireplace	Ron Koster	https://pixabay.com/sound-effects/film-special-effects-fireplace-with-crackling-sounds-2-min-rk-178392/	Pixabay-Content-License	a6fb4e77eba072dc3b870c77456960703209702c88cdcb02f23ad8b5130bc878
kauasilbershlachparodes-heartbeat-sound-493999.mp3	steady_heartbeat	cozy	Ровное сердцебиение	Steady heartbeat	Kauasilbershlachparodes	https://pixabay.com/sound-effects/people-heartbeat-sound-493999/	Pixabay-Content-License	b3fac52e48cbb286d228fedc5a43b02ae9a4b2887bc469be00d5272f69e899a4
soundreality-rain-thunder-sfx-525011.mp3	distant_thunder	weather	Дождь и далёкая гроза	Rain and distant thunder	SoundReality	https://pixabay.com/sound-effects/nature-rain-thunder-sfx-525011/	Pixabay-Content-License	dbd754025f214603f29e824cfa933524ae90cd34e57e22cda64d5dc672bb96d0
audiopapkin-running-on-gravel-301880.mp3	running_on_gravel	travel	Бег по гравию	Running on gravel	AudioPapkin	https://pixabay.com/sound-effects/film-special-effects-running-on-gravel-301880/	Pixabay-Content-License	14250036489972f7a9f4ec536ac142acf88393d69946372316d8b65594b43d6f
wingsoarstudio-ticking-clock-sound-effect-1-mp3-edition-264451.mp3	ticking_clock	study	Тиканье часов	Ticking clock	WingSoarStudio	https://pixabay.com/sound-effects/film-special-effects-ticking-clock-sound-effect-1-mp3-edition-264451/	Pixabay-Content-License	80878df93f07b877e31a8d27efaaaa401f3219222c2eb33c46ac92e5de6bcd67
dragon-studio-fire-sounds-405444.mp3	campfire	nature	Костёр	Campfire	Dragon Studio	https://pixabay.com/sound-effects/film-special-effects-fire-sounds-405444/	Pixabay-Content-License	4160ca0d545d9b4aa2fcd126af2aa20aa819494c52ff5bd6808e58fa129e2f0d
soundreality-waves-sfx-525010.mp3	ocean_waves	nature	Морские волны	Ocean waves	SoundReality	https://pixabay.com/sound-effects/nature-waves-sfx-525010/	Pixabay-Content-License	398b6cdc0b816d18c5e6bdda26640d54ed34738b680e3a6b9371fdf2f9e53cba
rmultimediaeu-keyboard-typing-sound-250308.mp3	soft_keyboard	study	Мягкая клавиатура	Soft keyboard	RMultimediaEU	https://pixabay.com/sound-effects/office-keyboard-typing-sound-250308/	Pixabay-Content-License	1628abc4a418050cba9fab024000496b542d82983018f5e9d609643a38dea245
freesound_community-concrete-footsteps-6752.mp3	concrete_footsteps	travel	Шаги по бетону	Concrete footsteps	Freesound Community	https://pixabay.com/sound-effects/film-special-effects-concrete-footsteps-6752/	Pixabay-Content-License	a0f33438793e6947ff1bad45d29bd243909ab66c9f3de4edc257a136f59ec272
ncprime-water-drop-night-horror-effects-304065.mp3	night_water_drops	spaces	Ночные капли воды	Water drops at night	NCPrime	https://pixabay.com/sound-effects/film-special-effects-water-drop-night-horror-effects-304065/	Pixabay-Content-License	db9876743ddcf409931830f7f66954a58ca01ad9b98c0a5c22253923673ffe39
kave_msri-heartbeat-sfx-320981.mp3	deep_heartbeat	cozy	Глубокий пульс	Deep heartbeat	Kave_Msri	https://pixabay.com/sound-effects/people-heartbeat-sfx-320981/	Pixabay-Content-License	3d2e81e723d1186565a1492572c5bf66ca5bfec9b56ba44f3b322d0a6eecbd97
fayazahmedsunny-sound-of-crickets-at-night-529705.mp3	night_crickets	nature	Ночные сверчки	Night crickets	FayazAhmedSunny	https://pixabay.com/sound-effects/nature-sound-of-crickets-at-night-529705/	Pixabay-Content-License	031250f7aa337a76db65cb77d71fbd468e0f33d223074489ea01caf27555ba2a
freesound_community-tuning-radio-7150.mp3	tuning_radio	cozy	Настройка радио	Tuning a radio	Freesound Community	https://pixabay.com/sound-effects/film-special-effects-tuning-radio-7150/	Pixabay-Content-License	d515c36ed1c3c7e386e5cd86110d4758209523942230db5e411010123d2fac16
freesound_community-footsteps-dirt-gravel-6823.mp3	dirt_gravel_footsteps	travel	Шаги по земле и гравию	Dirt and gravel footsteps	Freesound Community	https://pixabay.com/sound-effects/film-special-effects-footsteps-dirt-gravel-6823/	Pixabay-Content-License	84013cd9baa14c8bb864c16ff8284a2585fe502b3921b94644faddc4f5fe2fcd
voicebosch-creaking-wood-199971.mp3	creaking_wood	cozy	Скрип дерева	Creaking wood	VoiceBosch	https://pixabay.com/sound-effects/film-special-effects-creaking-wood-199971/	Pixabay-Content-License	a12c0bd9301082aa3beb95abca5b5a20864fc1d0fa7e8443d0c95b35842f18dc
desastar-macbook-notebook-keyboard-typing-sound-effect-586600.mp3	laptop_keyboard	study	Клавиатура ноутбука	Laptop keyboard	Desastar	https://pixabay.com/sound-effects/office-macbook-notebook-keyboard-typing-sound-effect-586600/	Pixabay-Content-License	f3e9ba02f6e431f01aac2977ef6bed09f9e9ea214e73b1e78a6bdad49495c11f
soundreality-water-stream-sfx-525009.mp3	forest_stream	nature	Лесной ручей	Forest stream	SoundReality	https://pixabay.com/sound-effects/nature-water-stream-sfx-525009/	Pixabay-Content-License	a7dcdc9ee194cfe27e98d66e3f4e9103f29b1898c7ed79aa878314b47c4b0a78
prem_adhikary-01-high-quality-thunder-sounds-525102.mp3	close_thunder	weather	Мощная гроза	Powerful thunder	Prem Adhikary	https://pixabay.com/sound-effects/nature-01-high-quality-thunder-sounds-525102/	Pixabay-Content-License	8964d0c7986a33589c4f21e343ec2d8205c68b03fad3b22ff4a11eeccd8a078f
dragon-studio-gentle-water-bubbling-584723.mp3	gentle_bubbling	cozy	Тихое журчание воды	Gentle water bubbling	Dragon Studio	https://pixabay.com/sound-effects/nature-gentle-water-bubbling-584723/	Pixabay-Content-License	340bbb50157d0e505baf52a407bb9acdac961b0250da88b2b44e2b99016202da
dragon-studio-rapid-bubbling-584722.mp3	rapid_bubbling	cozy	Быстрое журчание воды	Rapid water bubbling	Dragon Studio	https://pixabay.com/sound-effects/nature-rapid-bubbling-584722/	Pixabay-Content-License	ec9799629ed235a80e1ab0b6f778cfba69118d590dadb9cfcd52926f1c05ff5c
